Property Name,Dividend Date,dividend_per_share
Frances,5/31/2024,0.040
Ross,5/31/2024,0.038
Wyndhurst,5/31/2024,0.034
Vanzant,5/31/2024,0.035
Hargrave,5/31/2024,0.037
Hedgecrest,5/31/2024,0.030
Rachel,5/31/2024,0.034
Northbrook,5/31/2024,0.037
Hobbes,5/31/2024,0.036
Northridge,5/31/2024,0.036
Breckenridge,5/31/2024,0.039
Lierly,6/30/2024,0.073
Soapstone,6/30/2024,0.066
Pecan,6/30/2024,0.071
Patrick,6/30/2024,0.000
Plumtree,6/30/2024,0.068
Chaparral,6/30/2024,0.056
Splash,6/30/2024,0.055
Tuscan,6/30/2024,0.059
Salem,6/30/2024,0.034
Malbec,6/30/2024,0.037
Pinot,6/30/2024,0.043
Luna,6/30/2024,0.016
Kingsley,6/30/2024,0.027
Shoreline,6/30/2024,0.022
Holloway,6/30/2024,0.041
Badminton,6/30/2024,0.052
Eastfair,6/30/2024,0.060
Centennial,6/30/2024,0.052
Mojave,6/30/2024,0.056
Wentworth,6/30/2024,0.062
Cupcake,6/30/2024,0.061
Basil,6/30/2024,0.051
Lallie,6/30/2024,0.000
Dewberry,6/30/2024,0.051
Spencer,6/30/2024,0.045
Summerset,6/30/2024,0.000
Roseberry,6/30/2024,0.037
Windsor,6/30/2024,0.061
Forest,6/30/2024,0.000
Meadow,6/30/2024,0.042
Collinston,6/30/2024,0.000
Saddlebred,6/30/2024,0.028
Odessa,6/30/2024,0.030
Lily,6/30/2024,0.017
Saturn,6/30/2024,0.025
Sugar,6/30/2024,0.022
Coatbridge,6/30/2024,0.000
Lennox,6/30/2024,0.050
Olive,6/30/2024,0.037
Dawson,6/30/2024,0.027
Ridge,6/30/2024,0.048
Bayside,6/30/2024,0.041
Elm,6/30/2024,0.049
River,6/30/2024,0.062
Amber,6/30/2024,0.020
Westchester,6/30/2024,0.026
Limestone,6/30/2024,0.031
Jupiter,6/30/2024,0.012
Weldon,6/30/2024,0.029
Holland,6/30/2024,0.000
Elevation,6/30/2024,0.046
Oly,6/30/2024,0.000
McLovin,6/30/2024,0.029
Matchingham,6/30/2024,0.065
Rooney,6/30/2024,0.000
Diablo,6/30/2024,0.015
KerriAnn,6/30/2024,0.010
Sigma,6/30/2024,0.026
Grant,6/30/2024,0.053
Bandelier,6/30/2024,0.000
Ensenada,6/30/2024,0.000
Davidson,6/30/2024,0.042
Vernon,6/30/2024,0.014
Murphy,6/30/2024,0.020
Dolittle,6/30/2024,0.049
Butter,6/30/2024,0.029
Ribbonwalk,6/30/2024,0.000
Scepter,6/30/2024,0.043
Delta,6/30/2024,0.000
Saint,6/30/2024,0.051
Lovejoy,6/30/2024,0.050
Emporia,6/30/2024,0.047
Wave,6/30/2024,0.000
Tuxford,6/30/2024,0.025
Greenhill,6/30/2024,0.046
Kawana,6/30/2024,0.037
Chelsea,6/30/2024,0.031
Terracotta,6/30/2024,0.000
Otoro,6/30/2024,0.016
Hollandaise,6/30/2024,0.029
Hadden,6/30/2024,0.046
Avebury,6/30/2024,0.000
Tulip,6/30/2024,0.031
Jack,6/30/2024,0.000
Bedford,6/30/2024,0.000
Louise,6/30/2024,0.021
Gardens,6/30/2024,0.008
Peanut,6/30/2024,0.042
100,6/30/2024,0.000
Grove,6/30/2024,0.000
Lanier,6/30/2024,0.022
Mammoth,6/30/2024,0.012
McGregor,6/30/2024,0.022
Point,6/30/2024,0.016
Roxy,6/30/2024,0.028
Wisteria,6/30/2024,0.032
Heron,6/30/2024,0.000
Stonebriar,6/30/2024,0.000
Heritage,6/30/2024,0.021
Magnolia,6/30/2024,0.000
Kirkwood,6/30/2024,0.027
Rosewood,6/30/2024,0.035
Apollo,6/30/2024,0.000
Baron,6/30/2024,0.000
Swift,6/30/2024,0.033
Wescott,6/30/2024,0.017
Wildwood,6/30/2024,0.044
Madison,6/30/2024,0.000
Abbington,6/30/2024,0.026
Burlington,6/30/2024,0.000
Lannister,6/30/2024,0.000
Nugget,6/30/2024,0.030
Pearl,6/30/2024,0.028
Hines,6/30/2024,0.017
Ritter,6/30/2024,0.025
101,6/30/2024,0.028
Jake,6/30/2024,0.025
Holcomb,6/30/2024,0.039
Latte,6/30/2024,0.038
Dunbar,6/30/2024,0.035
Lookout,6/30/2024,0.033
Reynolds,6/30/2024,0.039
Kennesaw,6/30/2024,0.029
Pioneer,6/30/2024,0.026
Bazzel,6/30/2024,0.035
June,6/30/2024,0.000
Johnny,6/30/2024,0.000
Osprey,6/30/2024,0.016
Riverwalk,6/30/2024,0.029
Collier,6/30/2024,0.031
Folly,6/30/2024,0.031
Dorchester,6/30/2024,0.028
Dogwood,6/30/2024,0.026
Walton,6/30/2024,0.025
Clover,6/30/2024,0.009
Dolly,6/30/2024,0.023
Kenny,6/30/2024,0.000
Creekside,6/30/2024,0.039
Willow,6/30/2024,0.029
Wilson,6/30/2024,0.032
Daisy,6/30/2024,0.034
Henry,6/30/2024,0.010
Sodalis,6/30/2024,0.040
Loretta,6/30/2024,0.025
Conway,6/30/2024,0.020
Belle,6/30/2024,0.018
Chitwood,6/30/2024,0.041
Spring,6/30/2024,0.032
Highland,6/30/2024,0.042
Wellington,6/30/2024,0.036
Braxton,6/30/2024,0.029
Reginald,6/30/2024,0.022
Camino,6/30/2024,0.041
Winston,6/30/2024,0.037
Inglewood,6/30/2024,0.027
Richardson,6/30/2024,0.035
Cumberland,6/30/2024,0.029
Bonneau,6/30/2024,0.033
Blossom,6/30/2024,0.032
Marcelo,6/30/2024,0.039
Taylor,6/30/2024,0.035
Aster,6/30/2024,0.015
Quincy,6/30/2024,0.020
Jill,6/30/2024,0.018
Marietta,6/30/2024,0.026
Mae,6/30/2024,0.038
Chester,6/30/2024,0.000
Shallowford,6/30/2024,0.000
Cypress,6/30/2024,0.014
Harrison,6/30/2024,0.028
Piedmont,6/30/2024,0.008
Kessler,6/30/2024,0.000
Creekwood,6/30/2024,0.021
Oasis,6/30/2024,0.030
Pointbreak,6/30/2024,0.017
Hammock,6/30/2024,0.017
Ace,6/30/2024,0.043
Cardinal,6/30/2024,0.043
Orchard,6/30/2024,0.017
Mirage,6/30/2024,0.020
Hansel,6/30/2024,0.000
Falcon,6/30/2024,0.048
Eagle,6/30/2024,0.046
Goose,6/30/2024,0.041
Cactus,6/30/2024,0.043
Opry,6/30/2024,0.027
Gretal,6/30/2024,0.033
Mimosa,6/30/2024,0.039
Redondo,6/30/2024,0.000
Sundance,6/30/2024,0.000
Lakeridge,6/30/2024,0.017
Serenity,6/30/2024,0.043
Sugarcreek,6/30/2024,0.017
Palm,6/30/2024,0.017
Chickamauga,6/30/2024,0.042
Sequoyah,6/30/2024,0.021
Havasu,6/30/2024,0.020
Litton,6/30/2024,0.000
Brainerd,6/30/2024,0.048
Brooklyn,6/30/2024,0.040
Regal,6/30/2024,0.027
Lurleen,6/30/2024,0.037
Haven,6/30/2024,0.000
Regency,6/30/2024,0.057
Sunnyside,6/30/2024,0.044
Korin,6/30/2024,0.045
Dops,6/30/2024,0.045
Lodge,6/30/2024,0.037
Chilhowee,6/30/2024,0.051
Sheezy,6/30/2024,0.041
Myrtle,6/30/2024,0.030
Kinlani,6/30/2024,0.040
Hickorybear,6/30/2024,0.033
Brennan,6/30/2024,0.030
Sajni,6/30/2024,0.037
Tuscarora,6/30/2024,0.048
Salinas,6/30/2024,0.037
Hansard,6/30/2024,0.046
Jefferson,6/30/2024,0.048
Marie,6/30/2024,0.052
Ella,6/30/2024,0.046
Cristalino,6/30/2024,0.028
Hermanos,6/30/2024,0.000
Bowling,6/30/2024,0.050
Emelina,6/30/2024,0.036
Caden,6/30/2024,0.036
Pasquin,6/30/2024,0.023
Koi,6/30/2024,0.017
Longbranch,6/30/2024,0.033
Coolbaugh,6/30/2024,0.023
Pinkshell,6/30/2024,0.030
Camellia,6/30/2024,0.045
Palmore,6/30/2024,0.028
Brookwood,6/30/2024,0.041
Lithonia,6/30/2024,0.000
Haverhill,6/30/2024,0.036
Woodwind,6/30/2024,0.041
Aspen,6/30/2024,0.031
Thomas,6/30/2024,0.052
Bennett,6/30/2024,0.050
Loop,6/30/2024,0.023
Pickler,6/30/2024,0.033
Benny,6/30/2024,0.040
Montgomery,6/30/2024,0.000
Summerglen,6/30/2024,0.051
Portsmouth,6/30/2024,0.054
Westhaven,6/30/2024,0.052
Cordero,6/30/2024,0.048
Wheeler,6/30/2024,0.052
Watson,6/30/2024,0.050
Holmes,6/30/2024,0.039
Hamblen,6/30/2024,0.051
Ethan,6/30/2024,0.016
Helmerich,6/30/2024,0.042
Claremore,6/30/2024,0.048
Bryant,6/30/2024,0.038
Hancock,6/30/2024,0.049
Wynde,6/30/2024,0.020
Haikey,6/30/2024,0.043
Alta,6/30/2024,0.023
Vita,6/30/2024,0.000
Preciosa,6/30/2024,0.027
Arkoma,6/30/2024,0.039
Gordon,6/30/2024,0.045
Lucas,6/30/2024,0.043
Woodland,6/30/2024,0.042
Macomber,6/30/2024,0.042
Meridian,6/30/2024,0.043
Pongo,6/30/2024,0.032
Perdita,6/30/2024,0.041
Seafoam,6/30/2024,0.023
Tiara,6/30/2024,0.030
Coquina,6/30/2024,0.023
Billingswood,6/30/2024,0.020
Smokey,6/30/2024,0.023
Cove,6/30/2024,0.000
Belvedere,6/30/2024,0.049
Avondale,6/30/2024,0.000
Martell,6/30/2024,0.036
Sandbar,6/30/2024,0.030
Knoll,6/30/2024,0.027
Mycroft,6/30/2024,0.047
Longwoods,6/30/2024,0.044
Louis,6/30/2024,0.042
Fenwick,6/30/2024,0.038
Sims,6/30/2024,0.043
Osceola,6/30/2024,0.028
Augusta,6/30/2024,0.042
Cawley,6/30/2024,0.046
Bella,6/30/2024,0.031
Foster,6/30/2024,0.049
Franklin,6/30/2024,0.027
General,6/30/2024,0.051
Marion,6/30/2024,0.034
Marple,6/30/2024,0.052
Mary,6/30/2024,0.050
Onyx,6/30/2024,0.000
Palmer,6/30/2024,0.029
Porthos,6/30/2024,0.039
Simon,6/30/2024,0.049
Theodore,6/30/2024,0.048
Solstice,6/30/2024,0.027
Chinook,6/30/2024,0.036
Bergenia,6/30/2024,0.048
Felix,6/30/2024,0.039
Oscar,6/30/2024,0.042
Ellen,6/30/2024,0.048
SuiteSpot,6/30/2024,0.047
Alvin,6/30/2024,0.049
Ballinger,6/30/2024,0.045
Briarwood,6/30/2024,0.046
Eastwood,6/30/2024,0.000
Abernant,6/30/2024,0.045
Calvin,6/30/2024,0.048
Fletcher,6/30/2024,0.036
Irene,6/30/2024,0.049
Peterson,6/30/2024,0.044
Richmond,6/30/2024,0.055
Winchester,6/30/2024,0.052
Bean,6/30/2024,0.046
Ellie,6/30/2024,0.049
Antares,6/30/2024,0.036
Bluebell,6/30/2024,0.046
Aramis,6/30/2024,0.035
Barclay,6/30/2024,0.046
Athos,6/30/2024,0.035
Bradford,6/30/2024,0.045
Caterpillar,6/30/2024,0.027
Liberty,6/30/2024,0.020
Mallard,6/30/2024,0.037
Riverwood,6/30/2024,0.041
Roanoke,6/30/2024,0.046
Zane,6/30/2024,0.048
Sherwood,6/30/2024,0.038
Tansel,6/30/2024,0.044
Tytus,6/30/2024,0.049
Williamson,6/30/2024,0.051
Arya,6/30/2024,0.046
Sansa,6/30/2024,0.047
Marcy,6/30/2024,0.045
Haybridge,6/30/2024,0.037
Layla,6/30/2024,0.043
Lola,6/30/2024,0.049
Ratliff,6/30/2024,0.030
Collinison,6/30/2024,0.035
Hardman,6/30/2024,0.043
Pebblestone,6/30/2024,0.046
Keystone,6/30/2024,0.038
Frances,6/30/2024,0.046
Ross,6/30/2024,0.045
Wyndhurst,6/30/2024,0.040
Vanzant,6/30/2024,0.042
Hargrave,6/30/2024,0.040
Hedgecrest,6/30/2024,0.026
Rachel,6/30/2024,0.045
Northbrook,6/30/2024,0.033
Hobbes,6/30/2024,0.040
Northridge,6/30/2024,0.042
Breckenridge,6/30/2024,0.038
Glenncrest,6/30/2024,0.039
Laurel,6/30/2024,0.037
Oakland,6/30/2024,0.038
Phoebe,6/30/2024,0.038
Allen,6/30/2024,0.039
Sanford,6/30/2024,0.039
Lierly,7/31/2024,0.075
Soapstone,7/31/2024,0.069
Pecan,7/31/2024,0.090
Patrick,7/31/2024,0.000
Plumtree,7/31/2024,0.072
Chaparral,7/31/2024,0.062
Splash,7/31/2024,0.070
Tuscan,7/31/2024,0.054
Salem,7/31/2024,0.000
Malbec,7/31/2024,0.000
Pinot,7/31/2024,0.000
Luna,7/31/2024,0.000
Kingsley,7/31/2024,0.019
Shoreline,7/31/2024,0.036
Holloway,7/31/2024,0.041
Badminton,7/31/2024,0.023
Eastfair,7/31/2024,0.000
Centennial,7/31/2024,0.000
Mojave,7/31/2024,0.053
Wentworth,7/31/2024,0.071
Cupcake,7/31/2024,0.082
Basil,7/31/2024,0.055
Lallie,7/31/2024,0.000
Dewberry,7/31/2024,0.000
Spencer,7/31/2024,0.047
Summerset,7/31/2024,0.042
Roseberry,7/31/2024,0.037
Windsor,7/31/2024,0.000
Forest,7/31/2024,0.040
Meadow,7/31/2024,0.038
Collinston,7/31/2024,0.031
Saddlebred,7/31/2024,0.030
Odessa,7/31/2024,0.030
Lily,7/31/2024,0.023
Saturn,7/31/2024,0.039
Sugar,7/31/2024,0.022
Coatbridge,7/31/2024,0.000
Lennox,7/31/2024,0.050
Olive,7/31/2024,0.041
Dawson,7/31/2024,0.000
Ridge,7/31/2024,0.048
Bayside,7/31/2024,0.041
Elm,7/31/2024,0.049
River,7/31/2024,0.047
Amber,7/31/2024,0.036
Westchester,7/31/2024,0.027
Limestone,7/31/2024,0.000
Jupiter,7/31/2024,0.036
Weldon,7/31/2024,0.014
Holland,7/31/2024,0.037
Elevation,7/31/2024,0.000
Oly,7/31/2024,0.024
McLovin,7/31/2024,0.029
Matchingham,7/31/2024,0.053
Rooney,7/31/2024,0.033
Diablo,7/31/2024,0.037
KerriAnn,7/31/2024,0.017
Sigma,7/31/2024,0.032
Grant,7/31/2024,0.036
Bandelier,7/31/2024,0.033
Ensenada,7/31/2024,0.000
Davidson,7/31/2024,0.038
Vernon,7/31/2024,0.035
Murphy,7/31/2024,0.000
Dolittle,7/31/2024,0.000
Butter,7/31/2024,0.028
Ribbonwalk,7/31/2024,0.000
Scepter,7/31/2024,0.040
Delta,7/31/2024,0.000
Saint,7/31/2024,0.069
Lovejoy,7/31/2024,0.036
Emporia,7/31/2024,0.044
Wave,7/31/2024,0.000
Tuxford,7/31/2024,0.000
Greenhill,7/31/2024,0.046
Kawana,7/31/2024,0.037
Chelsea,7/31/2024,0.039
Terracotta,7/31/2024,0.000
Otoro,7/31/2024,0.000
Hollandaise,7/31/2024,0.000
Hadden,7/31/2024,0.047
Avebury,7/31/2024,0.009
Tulip,7/31/2024,0.043
Jack,7/31/2024,0.000
Bedford,7/31/2024,0.000
Louise,7/31/2024,0.019
Gardens,7/31/2024,0.049
Peanut,7/31/2024,0.033
100,7/31/2024,0.000
Grove,7/31/2024,0.000
Lanier,7/31/2024,0.000
Mammoth,7/31/2024,0.000
McGregor,7/31/2024,0.034
Point,7/31/2024,0.000
Roxy,7/31/2024,0.022
Wisteria,7/31/2024,0.037
Heron,7/31/2024,0.000
Stonebriar,7/31/2024,0.027
Heritage,7/31/2024,0.021
Magnolia,7/31/2024,0.000
Kirkwood,7/31/2024,0.035
Rosewood,7/31/2024,0.000
Apollo,7/31/2024,0.000
Baron,7/31/2024,0.000
Swift,7/31/2024,0.031
Wescott,7/31/2024,0.026
Wildwood,7/31/2024,0.046
Madison,7/31/2024,0.029
Abbington,7/31/2024,0.033
Burlington,7/31/2024,0.000
Lannister,7/31/2024,0.000
Nugget,7/31/2024,0.025
Pearl,7/31/2024,0.028
Hines,7/31/2024,0.031
Ritter,7/31/2024,0.015
101,7/31/2024,0.028
Jake,7/31/2024,0.025
Holcomb,7/31/2024,0.036
Latte,7/31/2024,0.040
Dunbar,7/31/2024,0.000
Lookout,7/31/2024,0.031
Reynolds,7/31/2024,0.039
Kennesaw,7/31/2024,0.020
Pioneer,7/31/2024,0.013
Bazzel,7/31/2024,0.024
June,7/31/2024,0.000
Johnny,7/31/2024,0.000
Osprey,7/31/2024,0.023
Riverwalk,7/31/2024,0.021
Collier,7/31/2024,0.033
Folly,7/31/2024,0.033
Dorchester,7/31/2024,0.027
Dogwood,7/31/2024,0.030
Walton,7/31/2024,0.032
Clover,7/31/2024,0.035
Dolly,7/31/2024,0.028
Kenny,7/31/2024,0.008
Creekside,7/31/2024,0.046
Willow,7/31/2024,0.045
Wilson,7/31/2024,0.041
Daisy,7/31/2024,0.035
Henry,7/31/2024,0.000
Sodalis,7/31/2024,0.036
Loretta,7/31/2024,0.020
Conway,7/31/2024,0.020
Belle,7/31/2024,0.027
Chitwood,7/31/2024,0.034
Spring,7/31/2024,0.033
Highland,7/31/2024,0.038
Wellington,7/31/2024,0.036
Braxton,7/31/2024,0.036
Reginald,7/31/2024,0.022
Camino,7/31/2024,0.040
Winston,7/31/2024,0.036
Inglewood,7/31/2024,0.016
Richardson,7/31/2024,0.037
Cumberland,7/31/2024,0.039
Bonneau,7/31/2024,0.030
Blossom,7/31/2024,0.027
Marcelo,7/31/2024,0.038
Taylor,7/31/2024,0.000
Aster,7/31/2024,0.000
Quincy,7/31/2024,0.028
Jill,7/31/2024,0.022
Marietta,7/31/2024,0.000
Mae,7/31/2024,0.038
Chester,7/31/2024,0.024
Shallowford,7/31/2024,0.000
Cypress,7/31/2024,0.014
Harrison,7/31/2024,0.017
Piedmont,7/31/2024,0.018
Kessler,7/31/2024,0.011
Creekwood,7/31/2024,0.012
Oasis,7/31/2024,0.026
Pointbreak,7/31/2024,0.021
Hammock,7/31/2024,0.017
Ace,7/31/2024,0.043
Cardinal,7/31/2024,0.041
Orchard,7/31/2024,0.016
Mirage,7/31/2024,0.020
Hansel,7/31/2024,0.011
Falcon,7/31/2024,0.056
Eagle,7/31/2024,0.061
Goose,7/31/2024,0.050
Cactus,7/31/2024,0.043
Opry,7/31/2024,0.024
Gretal,7/31/2024,0.033
Mimosa,7/31/2024,0.036
Redondo,7/31/2024,0.000
Sundance,7/31/2024,0.000
Lakeridge,7/31/2024,0.018
Serenity,7/31/2024,0.034
Sugarcreek,7/31/2024,0.014
Palm,7/31/2024,0.017
Chickamauga,7/31/2024,0.040
Sequoyah,7/31/2024,0.000
Havasu,7/31/2024,0.016
Litton,7/31/2024,0.035
Brainerd,7/31/2024,0.053
Brooklyn,7/31/2024,0.048
Regal,7/31/2024,0.016
Lurleen,7/31/2024,0.037
Haven,7/31/2024,0.018
Regency,7/31/2024,0.042
Sunnyside,7/31/2024,0.043
Korin,7/31/2024,0.049
Dops,7/31/2024,0.044
Lodge,7/31/2024,0.037
Chilhowee,7/31/2024,0.054
Sheezy,7/31/2024,0.044
Myrtle,7/31/2024,0.035
Kinlani,7/31/2024,0.036
Hickorybear,7/31/2024,0.033
Brennan,7/31/2024,0.018
Sajni,7/31/2024,0.037
Tuscarora,7/31/2024,0.049
Salinas,7/31/2024,0.036
Hansard,7/31/2024,0.050
Jefferson,7/31/2024,0.052
Marie,7/31/2024,0.055
Ella,7/31/2024,0.046
Cristalino,7/31/2024,0.025
Hermanos,7/31/2024,0.000
Bowling,7/31/2024,0.049
Emelina,7/31/2024,0.024
Caden,7/31/2024,0.000
Pasquin,7/31/2024,0.022
Koi,7/31/2024,0.019
Longbranch,7/31/2024,0.033
Coolbaugh,7/31/2024,0.024
Pinkshell,7/31/2024,0.035
Camellia,7/31/2024,0.037
Palmore,7/31/2024,0.033
Brookwood,7/31/2024,0.041
Lithonia,7/31/2024,0.033
Haverhill,7/31/2024,0.049
Woodwind,7/31/2024,0.040
Aspen,7/31/2024,0.029
Thomas,7/31/2024,0.050
Bennett,7/31/2024,0.045
Loop,7/31/2024,0.017
Pickler,7/31/2024,0.030
Benny,7/31/2024,0.038
Montgomery,7/31/2024,0.016
Summerglen,7/31/2024,0.039
Portsmouth,7/31/2024,0.038
Westhaven,7/31/2024,0.050
Cordero,7/31/2024,0.052
Wheeler,7/31/2024,0.050
Watson,7/31/2024,0.050
Holmes,7/31/2024,0.061
Hamblen,7/31/2024,0.054
Ethan,7/31/2024,0.000
Helmerich,7/31/2024,0.049
Claremore,7/31/2024,0.032
Bryant,7/31/2024,0.037
Hancock,7/31/2024,0.047
Wynde,7/31/2024,0.037
Haikey,7/31/2024,0.048
Alta,7/31/2024,0.017
Vita,7/31/2024,0.000
Preciosa,7/31/2024,0.024
Arkoma,7/31/2024,0.045
Gordon,7/31/2024,0.048
Lucas,7/31/2024,0.048
Woodland,7/31/2024,0.056
Macomber,7/31/2024,0.037
Meridian,7/31/2024,0.041
Pongo,7/31/2024,0.044
Perdita,7/31/2024,0.040
Seafoam,7/31/2024,0.023
Tiara,7/31/2024,0.033
Coquina,7/31/2024,0.025
Billingswood,7/31/2024,0.020
Smokey,7/31/2024,0.016
Cove,7/31/2024,0.000
Belvedere,7/31/2024,0.037
Avondale,7/31/2024,0.025
Martell,7/31/2024,0.034
Sandbar,7/31/2024,0.030
Knoll,7/31/2024,0.027
Mycroft,7/31/2024,0.052
Longwoods,7/31/2024,0.033
Louis,7/31/2024,0.054
Fenwick,7/31/2024,0.032
Sims,7/31/2024,0.038
Osceola,7/31/2024,0.025
Augusta,7/31/2024,0.046
Cawley,7/31/2024,0.032
Bella,7/31/2024,0.031
Foster,7/31/2024,0.053
Franklin,7/31/2024,0.046
General,7/31/2024,0.040
Marion,7/31/2024,0.034
Marple,7/31/2024,0.037
Mary,7/31/2024,0.053
Onyx,7/31/2024,0.042
Palmer,7/31/2024,0.046
Porthos,7/31/2024,0.041
Simon,7/31/2024,0.048
Theodore,7/31/2024,0.046
Solstice,7/31/2024,0.027
Chinook,7/31/2024,0.036
Bergenia,7/31/2024,0.050
Felix,7/31/2024,0.038
Oscar,7/31/2024,0.000
Ellen,7/31/2024,0.053
SuiteSpot,7/31/2024,0.047
Alvin,7/31/2024,0.046
Ballinger,7/31/2024,0.046
Briarwood,7/31/2024,0.039
Eastwood,7/31/2024,0.012
Abernant,7/31/2024,0.041
Calvin,7/31/2024,0.070
Fletcher,7/31/2024,0.046
Irene,7/31/2024,0.063
Peterson,7/31/2024,0.046
Richmond,7/31/2024,0.042
Winchester,7/31/2024,0.045
Bean,7/31/2024,0.040
Ellie,7/31/2024,0.011
Antares,7/31/2024,0.040
Bluebell,7/31/2024,0.046
Aramis,7/31/2024,0.035
Barclay,7/31/2024,0.046
Athos,7/31/2024,0.038
Bradford,7/31/2024,0.044
Caterpillar,7/31/2024,0.023
Liberty,7/31/2024,0.024
Mallard,7/31/2024,0.057
Riverwood,7/31/2024,0.043
Roanoke,7/31/2024,0.051
Zane,7/31/2024,0.061
Sherwood,7/31/2024,0.054
Tansel,7/31/2024,0.039
Tytus,7/31/2024,0.054
Williamson,7/31/2024,0.044
Arya,7/31/2024,0.054
Sansa,7/31/2024,0.054
Marcy,7/31/2024,0.051
Haybridge,7/31/2024,0.038
Layla,7/31/2024,0.046
Lola,7/31/2024,0.047
Ratliff,7/31/2024,0.035
Collinison,7/31/2024,0.049
Hardman,7/31/2024,0.039
Pebblestone,7/31/2024,0.044
Keystone,7/31/2024,0.043
Frances,7/31/2024,0.049
Ross,7/31/2024,0.051
Wyndhurst,7/31/2024,0.040
Vanzant,7/31/2024,0.039
Hargrave,7/31/2024,0.043
Hedgecrest,7/31/2024,0.026
Rachel,7/31/2024,0.029
Northbrook,7/31/2024,0.031
Hobbes,7/31/2024,0.036
Northridge,7/31/2024,0.034
Breckenridge,7/31/2024,0.033
Glenncrest,7/31/2024,0.034
Laurel,7/31/2024,0.033
Oakland,7/31/2024,0.039
Phoebe,7/31/2024,0.036
Allen,7/31/2024,0.039
Sanford,7/31/2024,0.038
Sedgefield,7/31/2024,0.034
Westgate,7/31/2024,0.038
Resolana,7/31/2024,0.034
Johnson,7/31/2024,0.041
Lierly,8/31/2024,0.083
Soapstone,8/31/2024,0.053
Pecan,8/31/2024,0.084
Patrick,8/31/2024,0.054
Plumtree,8/31/2024,0.081
Chaparral,8/31/2024,0.088
Splash,8/31/2024,0.000
Tuscan,8/31/2024,0.071
Salem,8/31/2024,0.045
Malbec,8/31/2024,0.043
Pinot,8/31/2024,0.043
Luna,8/31/2024,0.056
Kingsley,8/31/2024,0.010
Shoreline,8/31/2024,0.041
Holloway,8/31/2024,0.041
Badminton,8/31/2024,0.051
Eastfair,8/31/2024,0.058
Centennial,8/31/2024,0.000
Mojave,8/31/2024,0.000
Wentworth,8/31/2024,0.071
Cupcake,8/31/2024,0.067
Basil,8/31/2024,0.056
Lallie,8/31/2024,0.000
Dewberry,8/31/2024,0.000
Spencer,8/31/2024,0.000
Summerset,8/31/2024,0.044
Roseberry,8/31/2024,0.049
Windsor,8/31/2024,0.000
Forest,8/31/2024,0.000
Meadow,8/31/2024,0.022
Collinston,8/31/2024,0.000
Saddlebred,8/31/2024,0.030
Odessa,8/31/2024,0.022
Lily,8/31/2024,0.010
Saturn,8/31/2024,0.000
Sugar,8/31/2024,0.022
Coatbridge,8/31/2024,0.021
Lennox,8/31/2024,0.019
Olive,8/31/2024,0.050
Dawson,8/31/2024,0.045
Ridge,8/31/2024,0.048
Bayside,8/31/2024,0.041
Elm,8/31/2024,0.049
River,8/31/2024,0.000
Amber,8/31/2024,0.037
Westchester,8/31/2024,0.000
Limestone,8/31/2024,0.000
Jupiter,8/31/2024,0.027
Weldon,8/31/2024,0.032
Holland,8/31/2024,0.037
Elevation,8/31/2024,0.000
Oly,8/31/2024,0.000
McLovin,8/31/2024,0.000
Matchingham,8/31/2024,0.063
Rooney,8/31/2024,0.016
Diablo,8/31/2024,0.023
KerriAnn,8/31/2024,0.032
Sigma,8/31/2024,0.050
Grant,8/31/2024,0.049
Bandelier,8/31/2024,0.030
Ensenada,8/31/2024,0.000
Davidson,8/31/2024,0.016
Vernon,8/31/2024,0.035
Murphy,8/31/2024,0.037
Dolittle,8/31/2024,0.048
Butter,8/31/2024,0.000
Ribbonwalk,8/31/2024,0.036
Scepter,8/31/2024,0.034
Delta,8/31/2024,0.000
Saint,8/31/2024,0.052
Lovejoy,8/31/2024,0.048
Emporia,8/31/2024,0.044
Wave,8/31/2024,0.000
Tuxford,8/31/2024,0.000
Greenhill,8/31/2024,0.023
Kawana,8/31/2024,0.039
Chelsea,8/31/2024,0.050
Terracotta,8/31/2024,0.000
Otoro,8/31/2024,0.021
Hollandaise,8/31/2024,0.018
Hadden,8/31/2024,0.000
Avebury,8/31/2024,0.010
Tulip,8/31/2024,0.029
Jack,8/31/2024,0.000
Bedford,8/31/2024,0.016
Louise,8/31/2024,0.035
Gardens,8/31/2024,0.016
Peanut,8/31/2024,0.044
100,8/31/2024,0.000
Grove,8/31/2024,0.018
Lanier,8/31/2024,0.031
Mammoth,8/31/2024,0.000
McGregor,8/31/2024,0.038
Point,8/31/2024,0.000
Roxy,8/31/2024,0.022
Wisteria,8/31/2024,0.042
Heron,8/31/2024,0.000
Stonebriar,8/31/2024,0.008
Heritage,8/31/2024,0.000
Magnolia,8/31/2024,0.000
Kirkwood,8/31/2024,0.023
Rosewood,8/31/2024,0.000
Apollo,8/31/2024,0.000
Baron,8/31/2024,0.028
Swift,8/31/2024,0.039
Wescott,8/31/2024,0.000
Wildwood,8/31/2024,0.035
Madison,8/31/2024,0.035
Abbington,8/31/2024,0.030
Burlington,8/31/2024,0.000
Lannister,8/31/2024,0.000
Nugget,8/31/2024,0.025
Pearl,8/31/2024,0.028
Hines,8/31/2024,0.000
Ritter,8/31/2024,0.018
101,8/31/2024,0.021
Jake,8/31/2024,0.000
Holcomb,8/31/2024,0.028
Latte,8/31/2024,0.024
Dunbar,8/31/2024,0.000
