Property Name,Dividend Date,dividend_per_share
Brainerd,3/31/2024,0.037
Brooklyn,3/31/2024,0.03
Regal,3/31/2024,0.027
Lurleen,3/31/2024,0.04
Haven,3/31/2024,0.033
Regency,3/31/2024,0.043
Sunnyside,3/31/2024,0.047
Korin,3/31/2024,0.04
Dops,3/31/2024,0.04
Lodge,3/31/2024,0.037
Chilhowee,3/31/2024,0.04
Sheezy,3/31/2024,0.047
Myrtle,3/31/2024,0.03
Kinlani,3/31/2024,0.04
Hickorybear,3/31/2024,0.033
Brennan,3/31/2024,0.013
Sajni,3/31/2024,0.04
Tuscarora,3/31/2024,0.037
Salinas,3/31/2024,0.03
Hansard,3/31/2024,0.04
Jefferson,3/31/2024,0.04
Marie,3/31/2024,0.043
Ella,3/31/2024,0.037
Cristalino,3/31/2024,0.01
Hermanos,3/31/2024,0
Bowling,3/31/2024,0.037
Emelina,3/31/2024,0.03
Caden,3/31/2024,0.03
Pasquin,3/31/2024,0.023
Koi,3/31/2024,0.017
Longbranch,3/31/2024,0.033
Coolbaugh,3/31/2024,0.023
Pinkshell,3/31/2024,0.03
Camellia,3/31/2024,0.04
Palmore,3/31/2024,0.037
Brookwood,3/31/2024,0.033
Lithonia,3/31/2024,0.033
Haverhill,3/31/2024,0.023
Woodwind,3/31/2024,0.037
Aspen,3/31/2024,0.017
Thomas,3/31/2024,0.04
Bennett,3/31/2024,0.04
Loop,3/31/2024,0.023
Pickler,3/31/2024,0.033
Benny,3/31/2024,0.037
Montgomery,3/31/2024,0.02
Summerglen,3/31/2024,0.04
Portsmouth,3/31/2024,0.043
Westhaven,3/31/2024,0.043
Cordero,3/31/2024,0.043
Wheeler,3/31/2024,0.043
Watson,3/31/2024,0.04
Holmes,3/31/2024,0.047
Hamblen,3/31/2024,0.04
Ethan,3/31/2024,0.03
Helmerich,3/31/2024,0.037
Claremore,3/31/2024,0.037
Bryant,3/31/2024,0.037
Hancock,3/31/2024,0.033
Wynde,3/31/2024,0.033
Haikey,3/31/2024,0.037
Alta,3/31/2024,0.023
Vita,3/31/2024,0
Preciosa,3/31/2024,0.027
Arkoma,3/31/2024,0.037
Gordon,3/31/2024,0.037
Lucas,3/31/2024,0.043
Woodland,3/31/2024,0.047
Macomber,3/31/2024,0.037
Meridian,3/31/2024,0.037
Pongo,3/31/2024,0.033
Perdita,3/31/2024,0.03
Seafoam,3/31/2024,0.023
Tiara,3/31/2024,0.03
Coquina,3/31/2024,0.023
Billingswood,3/31/2024,0.02
Smokey,3/31/2024,0.023
Cove,3/31/2024,0
Belvedere,3/31/2024,0.04
Avondale,3/31/2024,0.033
Martell,3/31/2024,0.027
Sandbar,3/31/2024,0.03
Knoll,3/31/2024,0.027
Mycroft,3/31/2024,0.04
Longwoods,3/31/2024,0.033
Louis,3/31/2024,0.033
Fenwick,3/31/2024,0.037
Sims,3/31/2024,0.033
Osceola,3/31/2024,0.033
Augusta,3/31/2024,0.033
Cawley,3/31/2024,0.037
Bella,3/31/2024,0.037
Foster,3/31/2024,0.043
Franklin,3/31/2024,0.03
General,3/31/2024,0.037
Marion,3/31/2024,0.033
Marple,3/31/2024,0.04
Mary,3/31/2024,0.037
Onyx,3/31/2024,0.033
Palmer,3/31/2024,0.033
Porthos,3/31/2024,0.04
Simon,3/31/2024,0.037
Theodore,3/31/2024,0.033
Solstice,3/31/2024,0.027
Chinook,3/31/2024,0.037
Bergenia,3/31/2024,0.037
Felix,3/31/2024,0.037
Oscar,3/31/2024,0.033
Ellen,3/31/2024,0.03
SuiteSpot,3/31/2024,0.047
Alvin,3/31/2024,0.037
Ballinger,3/31/2024,0.034
Briarwood,3/31/2024,0.041
Eastwood,3/31/2024,0
Abernant,3/31/2024,0.037
Calvin,3/31/2024,0.037
Fletcher,3/31/2024,0.044
Irene,3/31/2024,0.044
Peterson,3/31/2024,0.041
Richmond,3/31/2024,0.037
Winchester,3/31/2024,0.041
Bean,3/31/2024,0.041
Ellie,3/31/2024,0.044
Antares,3/31/2024,0.033
Bluebell,3/31/2024,0.037
Aramis,3/31/2024,0.034
Barclay,3/31/2024,0.033
Athos,3/31/2024,0.037
Bradford,3/31/2024,0.03
Caterpillar,3/31/2024,0.027
Liberty,3/31/2024,0.04
Mallard,3/31/2024,0.047
Riverwood,3/31/2024,0.033
Roanoke,3/31/2024,0.04
Zane,3/31/2024,0.043
Sherwood,3/31/2024,0.037
Tansel,3/31/2024,0.037
Tytus,3/31/2024,0.04
Williamson,3/31/2024,0.043
Arya,3/31/2024,0.037
Sansa,3/31/2024,0.037
Marcy,3/31/2024,0.037
Haybridge,3/31/2024,0.031
Layla,3/31/2024,0.037
Lola,3/31/2024,0.034
Ratliff,3/31/2024,0.025
Collinison,3/31/2024,0.034
Hardman,3/31/2024,0.034
Pebblestone,3/31/2024,0.034
Keystone,3/31/2024,0.034
Frances,3/31/2024,0.037
Ross,3/31/2024,0.037
Wyndhurst,3/31/2024,0.034
Vanzant,3/31/2024,0.029
Hargrave,3/31/2024,0.037
Hedgecrest,3/31/2024,0.030
Rachel,3/31/2024,0.033
Northbrook,3/31/2024,0.037
Hobbes,3/31/2024,0.037
Northridge,3/31/2024,0.037
Lierly,4/30/2024,0.073
Soapstone,4/30/2024,0.057
Pecan,4/30/2024,0.065
Patrick,4/30/2024,0.033
Plumtree,4/30/2024,0.077
Chaparral,4/30/2024,0.000
Splash,4/30/2024,0.057
Tuscan,4/30/2024,0.033
Salem,4/30/2024,0.047
Malbec,4/30/2024,0.040
Pinot,4/30/2024,0.050
Luna,4/30/2024,0.000
Kingsley,4/30/2024,0.033
Shoreline,4/30/2024,0.027
Holloway,4/30/2024,0.040
Badminton,4/30/2024,0.017
Eastfair,4/30/2024,0.033
Centennial,4/30/2024,0.037
Mojave,4/30/2024,0.050
Wentworth,4/30/2024,0.058
Cupcake,4/30/2024,0.063
Basil,4/30/2024,0.033
Lallie,4/30/2024,0.010
Dewberry,4/30/2024,0.030
Spencer,4/30/2024,0.037
Summerset,4/30/2024,0.010
Roseberry,4/30/2024,0.033
Windsor,4/30/2024,0.047
Forest,4/30/2024,0.010
Meadow,4/30/2024,0.020
Collinston,4/30/2024,0.010
Saddlebred,4/30/2024,0.010
Odessa,4/30/2024,0.010
Lily,4/30/2024,0.010
Saturn,4/30/2024,0.027
Sugar,4/30/2024,0.022
Coatbridge,4/30/2024,0.010
Lennox,4/30/2024,0.033
Olive,4/30/2024,0.027
Dawson,4/30/2024,0.010
Ridge,4/30/2024,0.040
Bayside,4/30/2024,0.040
Elm,4/30/2024,0.027
River,4/30/2024,0.043
Amber,4/30/2024,0.000
Westchester,4/30/2024,0.033
Limestone,4/30/2024,0.000
Jupiter,4/30/2024,0.000
Weldon,4/30/2024,0.023
Holland,4/30/2024,0.020
Elevation,4/30/2024,0.010
Oly,4/30/2024,0.030
McLovin,4/30/2024,0.027
Matchingham,4/30/2024,0.060
Rooney,4/30/2024,0.020
Diablo,4/30/2024,0.010
KerriAnn,4/30/2024,0.010
Sigma,4/30/2024,0.027
Grant,4/30/2024,0.033
Bandelier,4/30/2024,0.023
Ensenada,4/30/2024,0.000
Davidson,4/30/2024,0.017
Vernon,4/30/2024,0.027
Murphy,4/30/2024,0.000
Dolittle,4/30/2024,0.033
Butter,4/30/2024,0.000
Ribbonwalk,4/30/2024,0.023
Scepter,4/30/2024,0.023
Delta,4/30/2024,0.010
Saint,4/30/2024,0.040
Lovejoy,4/30/2024,0.020
Emporia,4/30/2024,0.010
Wave,4/30/2024,0.010
Tuxford,4/30/2024,0.000
Greenhill,4/30/2024,0.037
Kawana,4/30/2024,0.037
Chelsea,4/30/2024,0.040
Terracotta,4/30/2024,0.038
Otoro,4/30/2024,0.000
Hollandaise,4/30/2024,0.000
Hadden,4/30/2024,0.050
Avebury,4/30/2024,0.000
Tulip,4/30/2024,0.010
Jack,4/30/2024,0.023
Bedford,4/30/2024,0.029
Louise,4/30/2024,0.000
Gardens,4/30/2024,0.033
Peanut,4/30/2024,0.033
100,4/30/2024,0.023
Grove,4/30/2024,0.020
Lanier,4/30/2024,0.000
Mammoth,4/30/2024,0.000
McGregor,4/30/2024,0.023
Point,4/30/2024,0.000
Roxy,4/30/2024,0.017
Wisteria,4/30/2024,0.020
Heron,4/30/2024,0.027
Stonebriar,4/30/2024,0.017
Heritage,4/30/2024,0.017
Magnolia,4/30/2024,0.017
Kirkwood,4/30/2024,0.023
Rosewood,4/30/2024,0.017
Apollo,4/30/2024,0.027
Baron,4/30/2024,0.010
Swift,4/30/2024,0.020
Wescott,4/30/2024,0.010
Wildwood,4/30/2024,0.027
Madison,4/30/2024,0.017
Abbington,4/30/2024,0.010
Burlington,4/30/2024,0.010
Lannister,4/30/2024,0.017
Nugget,4/30/2024,0.010
Pearl,4/30/2024,0.010
Hines,4/30/2024,0.020
Ritter,4/30/2024,0.010
101,4/30/2024,0.010
Jake,4/30/2024,0.010
Holcomb,4/30/2024,0.020
Latte,4/30/2024,0.020
Dunbar,4/30/2024,0.000
Lookout,4/30/2024,0.020
Reynolds,4/30/2024,0.020
Kennesaw,4/30/2024,0.018
Pioneer,4/30/2024,0.000
Bazzel,4/30/2024,0.010
June,4/30/2024,0.010
Johnny,4/30/2024,0.010
Osprey,4/30/2024,0.017
Riverwalk,4/30/2024,0.000
Collier,4/30/2024,0.017
Folly,4/30/2024,0.010
Dorchester,4/30/2024,0.017
Dogwood,4/30/2024,0.027
Walton,4/30/2024,0.010
Clover,4/30/2024,0.027
Dolly,4/30/2024,0.000
Kenny,4/30/2024,0.000
Creekside,4/30/2024,0.033
Willow,4/30/2024,0.030
Wilson,4/30/2024,0.028
Daisy,4/30/2024,0.030
Henry,4/30/2024,0.010
Sodalis,4/30/2024,0.017
Loretta,4/30/2024,0.010
Conway,4/30/2024,0.010
Belle,4/30/2024,0.010
Chitwood,4/30/2024,0.027
Spring,4/30/2024,0.027
Highland,4/30/2024,0.020
Wellington,4/30/2024,0.027
Braxton,4/30/2024,0.042
Reginald,4/30/2024,0.017
Camino,4/30/2024,0.033
Winston,4/30/2024,0.030
Inglewood,4/30/2024,0.017
Richardson,4/30/2024,0.030
Cumberland,4/30/2024,0.030
Bonneau,4/30/2024,0.020
Blossom,4/30/2024,0.033
Marcelo,4/30/2024,0.035
Taylor,4/30/2024,0.017
Aster,4/30/2024,0.013
Quincy,4/30/2024,0.000
Jill,4/30/2024,0.027
Marietta,4/30/2024,0.000
Mae,4/30/2024,0.027
Chester,4/30/2024,0.020
Shallowford,4/30/2024,0.000
Cypress,4/30/2024,0.020
Harrison,4/30/2024,0.020
Piedmont,4/30/2024,0.020
Kessler,4/30/2024,0.017
Creekwood,4/30/2024,0.020
Oasis,4/30/2024,0.030
Pointbreak,4/30/2024,0.017
Hammock,4/30/2024,0.017
Ace,4/30/2024,0.043
Cardinal,4/30/2024,0.043
Orchard,4/30/2024,0.017
Mirage,4/30/2024,0.020
Hansel,4/30/2024,0.000
Falcon,4/30/2024,0.040
Eagle,4/30/2024,0.043
Goose,4/30/2024,0.047
Cactus,4/30/2024,0.043
Opry,4/30/2024,0.027
Gretal,4/30/2024,0.027
Mimosa,4/30/2024,0.040
Redondo,4/30/2024,0.027
Sundance,4/30/2024,0.030
Lakeridge,4/30/2024,0.017
Serenity,4/30/2024,0.043
Sugarcreek,4/30/2024,0.017
Palm,4/30/2024,0.017
Chickamauga,4/30/2024,0.033
Sequoyah,4/30/2024,0.000
Havasu,4/30/2024,0.020
Litton,4/30/2024,0.038
Brainerd,4/30/2024,0.037
Brooklyn,4/30/2024,0.023
Regal,4/30/2024,0.027
Lurleen,4/30/2024,0.037
Haven,4/30/2024,0.033
Regency,4/30/2024,0.047
Sunnyside,4/30/2024,0.049
Korin,4/30/2024,0.039
Dops,4/30/2024,0.040
Lodge,4/30/2024,0.037
Chilhowee,4/30/2024,0.040
Sheezy,4/30/2024,0.047
Myrtle,4/30/2024,0.030
Kinlani,4/30/2024,0.040
Hickorybear,4/30/2024,0.033
Brennan,4/30/2024,0.010
Sajni,4/30/2024,0.038
Tuscarora,4/30/2024,0.038
Salinas,4/30/2024,0.017
Hansard,4/30/2024,0.040
Jefferson,4/30/2024,0.041
Marie,4/30/2024,0.045
Ella,4/30/2024,0.037
Cristalino,4/30/2024,0.010
Hermanos,4/30/2024,0.000
Bowling,4/30/2024,0.030
Emelina,4/30/2024,0.027
Caden,4/30/2024,0.030
Pasquin,4/30/2024,0.023
Koi,4/30/2024,0.017
Longbranch,4/30/2024,0.033
Coolbaugh,4/30/2024,0.023
Pinkshell,4/30/2024,0.030
Camellia,4/30/2024,0.038
Palmore,4/30/2024,0.028
Brookwood,4/30/2024,0.030
Lithonia,4/30/2024,0.033
Haverhill,4/30/2024,0.033
Woodwind,4/30/2024,0.033
Aspen,4/30/2024,0.032
Thomas,4/30/2024,0.040
Bennett,4/30/2024,0.040
Loop,4/30/2024,0.023
Pickler,4/30/2024,0.033
Benny,4/30/2024,0.033
Montgomery,4/30/2024,0.033
Summerglen,4/30/2024,0.037
Portsmouth,4/30/2024,0.043
Westhaven,4/30/2024,0.040
Cordero,4/30/2024,0.045
Wheeler,4/30/2024,0.043
Watson,4/30/2024,0.047
Holmes,4/30/2024,0.047
Hamblen,4/30/2024,0.040
Ethan,4/30/2024,0.030
Helmerich,4/30/2024,0.037
Claremore,4/30/2024,0.040
Bryant,4/30/2024,0.030
Hancock,4/30/2024,0.030
Wynde,4/30/2024,0.027
Haikey,4/30/2024,0.038
Alta,4/30/2024,0.023
Vita,4/30/2024,0.000
Preciosa,4/30/2024,0.027
Arkoma,4/30/2024,0.040
Gordon,4/30/2024,0.041
Lucas,4/30/2024,0.047
Woodland,4/30/2024,0.040
Macomber,4/30/2024,0.037
Meridian,4/30/2024,0.033
Pongo,4/30/2024,0.033
Perdita,4/30/2024,0.030
Seafoam,4/30/2024,0.023
Tiara,4/30/2024,0.030
Coquina,4/30/2024,0.023
Billingswood,4/30/2024,0.020
Smokey,4/30/2024,0.023
Cove,4/30/2024,0.000
Belvedere,4/30/2024,0.042
Avondale,4/30/2024,0.033
Martell,4/30/2024,0.030
Sandbar,4/30/2024,0.030
Knoll,4/30/2024,0.027
Mycroft,4/30/2024,0.042
Longwoods,4/30/2024,0.035
Louis,4/30/2024,0.038
Fenwick,4/30/2024,0.039
Sims,4/30/2024,0.033
Osceola,4/30/2024,0.029
Augusta,4/30/2024,0.036
Cawley,4/30/2024,0.038
Bella,4/30/2024,0.030
Foster,4/30/2024,0.047
Franklin,4/30/2024,0.030
General,4/30/2024,0.033
Marion,4/30/2024,0.030
Marple,4/30/2024,0.043
Mary,4/30/2024,0.041
Onyx,4/30/2024,0.033
Palmer,4/30/2024,0.030
Porthos,4/30/2024,0.043
Simon,4/30/2024,0.037
Theodore,4/30/2024,0.034
Solstice,4/30/2024,0.027
Chinook,4/30/2024,0.030
Bergenia,4/30/2024,0.045
Felix,4/30/2024,0.037
Oscar,4/30/2024,0.033
Ellen,4/30/2024,0.037
SuiteSpot,4/30/2024,0.047
Alvin,4/30/2024,0.040
Ballinger,4/30/2024,0.040
Briarwood,4/30/2024,0.043
Eastwood,4/30/2024,0.000
Abernant,4/30/2024,0.037
Calvin,4/30/2024,0.040
Fletcher,4/30/2024,0.046
Irene,4/30/2024,0.046
Peterson,4/30/2024,0.045
Richmond,4/30/2024,0.043
Winchester,4/30/2024,0.042
Bean,4/30/2024,0.037
Ellie,4/30/2024,0.000
Antares,4/30/2024,0.030
Bluebell,4/30/2024,0.037
Aramis,4/30/2024,0.028
Barclay,4/30/2024,0.037
Athos,4/30/2024,0.037
Bradford,4/30/2024,0.033
Caterpillar,4/30/2024,0.027
Liberty,4/30/2024,0.020
Mallard,4/30/2024,0.048
Riverwood,4/30/2024,0.028
Roanoke,4/30/2024,0.040
Zane,4/30/2024,0.047
Sherwood,4/30/2024,0.047
Tansel,4/30/2024,0.032
Tytus,4/30/2024,0.044
Williamson,4/30/2024,0.045
Arya,4/30/2024,0.037
Sansa,4/30/2024,0.040
Marcy,4/30/2024,0.038
Haybridge,4/30/2024,0.031
Layla,4/30/2024,0.038
Lola,4/30/2024,0.037
Ratliff,4/30/2024,0.031
Collinison,4/30/2024,0.040
Hardman,4/30/2024,0.033
Pebblestone,4/30/2024,0.034
Keystone,4/30/2024,0.035
Frances,4/30/2024,0.040
Ross,4/30/2024,0.038
Wyndhurst,4/30/2024,0.034
Vanzant,4/30/2024,0.035
Hargrave,4/30/2024,0.037
Hedgecrest,4/30/2024,0.030
Rachel,4/30/2024,0.034
Northbrook,4/30/2024,0.037
Hobbes,4/30/2024,0.036
Northridge,4/30/2024,0.036
Lierly,5/31/2024,0.073
Soapstone,5/31/2024,0.057
Pecan,5/31/2024,0.065
Patrick,5/31/2024,0.033
Plumtree,5/31/2024,0.077
Chaparral,5/31/2024,0.000
Splash,5/31/2024,0.057
Tuscan,5/31/2024,0.033
Salem,5/31/2024,0.047
Malbec,5/31/2024,0.040
Pinot,5/31/2024,0.000
Luna,5/31/2024,0.000
Kingsley,5/31/2024,0.033
Shoreline,5/31/2024,0.027
Holloway,5/31/2024,0.040
Badminton,5/31/2024,0.017
Eastfair,5/31/2024,0.033
Centennial,5/31/2024,0.037
Mojave,5/31/2024,0.050
Wentworth,5/31/2024,0.058
Cupcake,5/31/2024,0.063
Basil,5/31/2024,0.033
Lallie,5/31/2024,0.010
Dewberry,5/31/2024,0.030
Spencer,5/31/2024,0.037
Summerset,5/31/2024,0.010
Roseberry,5/31/2024,0.033
Windsor,5/31/2024,0.047
Forest,5/31/2024,0.010
Meadow,5/31/2024,0.020
Collinston,5/31/2024,0.010
Saddlebred,5/31/2024,0.010
Odessa,5/31/2024,0.010
Lily,5/31/2024,0.010
Saturn,5/31/2024,0.027
Sugar,5/31/2024,0.022
Coatbridge,5/31/2024,0.010
Lennox,5/31/2024,0.033
Olive,5/31/2024,0.027
Dawson,5/31/2024,0.010
Ridge,5/31/2024,0.040
Bayside,5/31/2024,0.040
Elm,5/31/2024,0.027
River,5/31/2024,0.043
Amber,5/31/2024,0.020
Westchester,5/31/2024,0.033
Limestone,5/31/2024,0.043
Jupiter,5/31/2024,0.012
Weldon,5/31/2024,0.023
Holland,5/31/2024,0.020
Elevation,5/31/2024,0.010
Oly,5/31/2024,0.030
McLovin,5/31/2024,0.027
Matchingham,5/31/2024,0.060
Rooney,5/31/2024,0.020
Diablo,5/31/2024,0.010
KerriAnn,5/31/2024,0.010
Sigma,5/31/2024,0.027
Grant,5/31/2024,0.033
Bandelier,5/31/2024,0.000
Ensenada,5/31/2024,0.000
Davidson,5/31/2024,0.017
Vernon,5/31/2024,0.027
Murphy,5/31/2024,0.020
Dolittle,5/31/2024,0.033
Butter,5/31/2024,0.000
Ribbonwalk,5/31/2024,0.023
Scepter,5/31/2024,0.023
Delta,5/31/2024,0.000
Saint,5/31/2024,0.040
Lovejoy,5/31/2024,0.020
Emporia,5/31/2024,0.010
Wave,5/31/2024,0.000
Tuxford,5/31/2024,0.000
Greenhill,5/31/2024,0.037
Kawana,5/31/2024,0.037
Chelsea,5/31/2024,0.040
Terracotta,5/31/2024,0.000
Otoro,5/31/2024,0.030
Hollandaise,5/31/2024,0.030
Hadden,5/31/2024,0.000
Avebury,5/31/2024,0.000
Tulip,5/31/2024,0.010
Jack,5/31/2024,0.000
Bedford,5/31/2024,0.000
Louise,5/31/2024,0.022
Gardens,5/31/2024,0.033
Peanut,5/31/2024,0.033
100,5/31/2024,0.000
Grove,5/31/2024,0.020
Lanier,5/31/2024,0.000
Mammoth,5/31/2024,0.013
McGregor,5/31/2024,0.023
Point,5/31/2024,0.000
Roxy,5/31/2024,0.017
Wisteria,5/31/2024,0.020
Heron,5/31/2024,0.027
Stonebriar,5/31/2024,0.017
Heritage,5/31/2024,0.017
Magnolia,5/31/2024,0.017
Kirkwood,5/31/2024,0.023
Rosewood,5/31/2024,0.017
Apollo,5/31/2024,0.000
Baron,5/31/2024,0.010
Swift,5/31/2024,0.020
Wescott,5/31/2024,0.010
Wildwood,5/31/2024,0.027
Madison,5/31/2024,0.017
Abbington,5/31/2024,0.010
Burlington,5/31/2024,0.010
Lannister,5/31/2024,0.017
Nugget,5/31/2024,0.010
Pearl,5/31/2024,0.010
Hines,5/31/2024,0.020
Ritter,5/31/2024,0.010
101,5/31/2024,0.010
Jake,5/31/2024,0.010
Holcomb,5/31/2024,0.020
Latte,5/31/2024,0.020
Dunbar,5/31/2024,0.017
Lookout,5/31/2024,0.020
Reynolds,5/31/2024,0.020
Kennesaw,5/31/2024,0.000
Pioneer,5/31/2024,0.000
Bazzel,5/31/2024,0.010
June,5/31/2024,0.010
Johnny,5/31/2024,0.010
Osprey,5/31/2024,0.017
Riverwalk,5/31/2024,0.000
Collier,5/31/2024,0.017
Folly,5/31/2024,0.010
Dorchester,5/31/2024,0.017
Dogwood,5/31/2024,0.027
Walton,5/31/2024,0.010
Clover,5/31/2024,0.027
Dolly,5/31/2024,0.000
Kenny,5/31/2024,0.000
Creekside,5/31/2024,0.033
Willow,5/31/2024,0.030
Wilson,5/31/2024,0.028
Daisy,5/31/2024,0.030
Henry,5/31/2024,0.010
Sodalis,5/31/2024,0.017
Loretta,5/31/2024,0.010
Conway,5/31/2024,0.010
Belle,5/31/2024,0.010
Chitwood,5/31/2024,0.027
Spring,5/31/2024,0.027
Highland,5/31/2024,0.020
Wellington,5/31/2024,0.027
Braxton,5/31/2024,0.042
Reginald,5/31/2024,0.017
Camino,5/31/2024,0.033
Winston,5/31/2024,0.030
Inglewood,5/31/2024,0.017
Richardson,5/31/2024,0.030
Cumberland,5/31/2024,0.030
Bonneau,5/31/2024,0.020
Blossom,5/31/2024,0.033
Marcelo,5/31/2024,0.035
Taylor,5/31/2024,0.017
Aster,5/31/2024,0.013
Quincy,5/31/2024,0.000
Jill,5/31/2024,0.027
Marietta,5/31/2024,0.000
Mae,5/31/2024,0.027
Chester,5/31/2024,0.020
Shallowford,5/31/2024,0.000
Cypress,5/31/2024,0.020
Harrison,5/31/2024,0.020
Piedmont,5/31/2024,0.020
Kessler,5/31/2024,0.000
Creekwood,5/31/2024,0.020
Oasis,5/31/2024,0.030
Pointbreak,5/31/2024,0.017
Hammock,5/31/2024,0.017
Ace,5/31/2024,0.043
Cardinal,5/31/2024,0.043
Orchard,5/31/2024,0.017
Mirage,5/31/2024,0.020
Hansel,5/31/2024,0.000
Falcon,5/31/2024,0.040
Eagle,5/31/2024,0.043
Goose,5/31/2024,0.047
Cactus,5/31/2024,0.043
Opry,5/31/2024,0.027
Gretal,5/31/2024,0.027
Mimosa,5/31/2024,0.040
Redondo,5/31/2024,0.027
Sundance,5/31/2024,0.030
Lakeridge,5/31/2024,0.017
Serenity,5/31/2024,0.043
Sugarcreek,5/31/2024,0.017
Palm,5/31/2024,0.017
Chickamauga,5/31/2024,0.033
Sequoyah,5/31/2024,0.000
Havasu,5/31/2024,0.020
Litton,5/31/2024,0.000
Brainerd,5/31/2024,0.037
Brooklyn,5/31/2024,0.023
Regal,5/31/2024,0.027
Lurleen,5/31/2024,0.037
Haven,5/31/2024,0.000
Regency,5/31/2024,0.047
Sunnyside,5/31/2024,0.000
Korin,5/31/2024,0.039
Dops,5/31/2024,0.040
Lodge,5/31/2024,0.037
Chilhowee,5/31/2024,0.040
Sheezy,5/31/2024,0.047
Myrtle,5/31/2024,0.030
Kinlani,5/31/2024,0.040
Hickorybear,5/31/2024,0.033
Brennan,5/31/2024,0.010
Sajni,5/31/2024,0.038
Tuscarora,5/31/2024,0.038
Salinas,5/31/2024,0.017
Hansard,5/31/2024,0.040
Jefferson,5/31/2024,0.041
Marie,5/31/2024,0.045
Ella,5/31/2024,0.037
Cristalino,5/31/2024,0.010
Hermanos,5/31/2024,0.000
Bowling,5/31/2024,0.030
Emelina,5/31/2024,0.027
Caden,5/31/2024,0.030
Pasquin,5/31/2024,0.023
Koi,5/31/2024,0.017
Longbranch,5/31/2024,0.033
Coolbaugh,5/31/2024,0.023
Pinkshell,5/31/2024,0.030
Camellia,5/31/2024,0.038
Palmore,5/31/2024,0.028
Brookwood,5/31/2024,0.030
Lithonia,5/31/2024,0.033
Haverhill,5/31/2024,0.033
Woodwind,5/31/2024,0.033
Aspen,5/31/2024,0.032
Thomas,5/31/2024,0.040
Bennett,5/31/2024,0.040
Loop,5/31/2024,0.023
Pickler,5/31/2024,0.033
Benny,5/31/2024,0.033
Montgomery,5/31/2024,0.033
Summerglen,5/31/2024,0.037
Portsmouth,5/31/2024,0.043
Westhaven,5/31/2024,0.040
Cordero,5/31/2024,0.045
Wheeler,5/31/2024,0.043
Watson,5/31/2024,0.047
Holmes,5/31/2024,0.047
Hamblen,5/31/2024,0.040
Ethan,5/31/2024,0.030
Helmerich,5/31/2024,0.037
Claremore,5/31/2024,0.040
Bryant,5/31/2024,0.030
Hancock,5/31/2024,0.030
Wynde,5/31/2024,0.027
Haikey,5/31/2024,0.038
Alta,5/31/2024,0.023
Vita,5/31/2024,0.000
Preciosa,5/31/2024,0.027
Arkoma,5/31/2024,0.040
Gordon,5/31/2024,0.041
Lucas,5/31/2024,0.047
Woodland,5/31/2024,0.040
Macomber,5/31/2024,0.037
Meridian,5/31/2024,0.033
Pongo,5/31/2024,0.033
Perdita,5/31/2024,0.030
Seafoam,5/31/2024,0.023
Tiara,5/31/2024,0.030
Coquina,5/31/2024,0.023
Billingswood,5/31/2024,0.020
Smokey,5/31/2024,0.023
Cove,5/31/2024,0.000
Belvedere,5/31/2024,0.042
Avondale,5/31/2024,0.000
Martell,5/31/2024,0.030
Sandbar,5/31/2024,0.030
Knoll,5/31/2024,0.027
Mycroft,5/31/2024,0.042
Longwoods,5/31/2024,0.035
Louis,5/31/2024,0.038
Fenwick,5/31/2024,0.039
Sims,5/31/2024,0.033
Osceola,5/31/2024,0.029
Augusta,5/31/2024,0.036
Cawley,5/31/2024,0.038
Bella,5/31/2024,0.030
Foster,5/31/2024,0.047
Franklin,5/31/2024,0.030
General,5/31/2024,0.033
Marion,5/31/2024,0.030
Marple,5/31/2024,0.043
Mary,5/31/2024,0.041
Onyx,5/31/2024,0.033
Palmer,5/31/2024,0.030
Porthos,5/31/2024,0.043
Simon,5/31/2024,0.037
Theodore,5/31/2024,0.034
Solstice,5/31/2024,0.027
Chinook,5/31/2024,0.030
Bergenia,5/31/2024,0.045
Felix,5/31/2024,0.037
Oscar,5/31/2024,0.033
Ellen,5/31/2024,0.037
SuiteSpot,5/31/2024,0.047
Alvin,5/31/2024,0.040
Ballinger,5/31/2024,0.040
Briarwood,5/31/2024,0.043
Eastwood,5/31/2024,0.000
Abernant,5/31/2024,0.037
Calvin,5/31/2024,0.040
Fletcher,5/31/2024,0.046
Irene,5/31/2024,0.046
Peterson,5/31/2024,0.045
Richmond,5/31/2024,0.043
Winchester,5/31/2024,0.042
Bean,5/31/2024,0.037
Ellie,5/31/2024,0.044
Antares,5/31/2024,0.030
Bluebell,5/31/2024,0.037
Aramis,5/31/2024,0.028
Barclay,5/31/2024,0.037
Athos,5/31/2024,0.037
Bradford,5/31/2024,0.033
Caterpillar,5/31/2024,0.027
Liberty,5/31/2024,0.020
Mallard,5/31/2024,0.048
Riverwood,5/31/2024,0.028
Roanoke,5/31/2024,0.040
Zane,5/31/2024,0.047
Sherwood,5/31/2024,0.047
Tansel,5/31/2024,0.032
Tytus,5/31/2024,0.044
Williamson,5/31/2024,0.045
Arya,5/31/2024,0.037
Sansa,5/31/2024,0.040
Marcy,5/31/2024,0.038
Haybridge,5/31/2024,0.031
Layla,5/31/2024,0.038
Lola,5/31/2024,0.037
Ratliff,5/31/2024,0.031
Collinison,5/31/2024,0.040
Hardman,5/31/2024,0.033
Pebblestone,5/31/2024,0.034
Keystone,5/31/2024,0.035
